0	5
0.25	4
0.5	3
0.75	2
1	8
1.25	7
1.5	3
1.75	2
2	7
2.25	3
2.5	3
2.75	5
3	8
3.25	6
3.5	4
3.75	9
4	3
4.25	2
4.5	5
4.75	6
5	5
5.25	6
5.5	11
5.75	10
6	5
6.25	5
6.5	9
6.75	5
7	8
7.25	8
7.5	5
7.75	6
8	8
8.25	3
8.5	6
8.75	9
9	6
9.25	8
9.5	3
9.75	9
10	14
10.25	4
10.5	5
10.75	7
11	9
11.25	10
11.5	6
11.75	4
12	8
12.25	6
12.5	11
12.75	6
13	6
13.25	8
13.5	8
13.75	9
14	6
14.25	5
14.5	8
14.75	8
15	7
15.25	10
15.5	6
15.75	2
16	6
16.25	8
16.5	11
16.75	6
17	14
17.25	7
17.5	4
17.75	6
18	3
18.25	10
18.5	5
18.75	7
19	9
19.25	10
19.5	12
19.75	7
20	6
20.25	7
20.5	6
20.75	11
21	16
21.25	7
21.5	8
21.75	6
22	8
22.25	8
22.5	16
22.75	10
23	11
23.25	10
23.5	15
23.75	13
24	12
24.25	16
24.5	4
24.75	6
25	8
25.25	19
25.5	16
25.75	10
26	13
26.25	8
26.5	11
26.75	12
27	9
27.25	15
27.5	10
27.75	8
28	10
28.25	13
28.5	14
28.75	10
29	10
29.25	9
29.5	8
29.75	7
30	10
30.25	14
30.5	17
30.75	12
31	12
31.25	13
31.5	11
31.75	14
32	5
32.25	10
32.5	8
32.75	10
33	14
33.25	8
33.5	15
33.75	10
34	13
34.25	12
34.5	7
34.75	11
35	13
35.25	19
35.5	16
35.75	19
36	10
36.25	12
36.5	7
36.75	12
37	8
37.25	16
37.5	16
37.75	16
38	10
38.25	11
38.5	10
38.75	18
39	9
39.25	8
39.5	16
39.75	15
40	16
40.25	11
40.5	11
40.75	15
41	13
41.25	16
41.5	10
41.75	14
42	20
42.25	19
42.5	16
42.75	16
43	17
43.25	15
43.5	15
43.75	8
44	9
44.25	14
44.5	21
44.75	21
45	16
45.25	17
45.5	10
45.75	17
46	15
46.25	22
46.5	27
46.75	13
47	21
47.25	14
47.5	16
47.75	21
48	18
48.25	22
48.5	18
48.75	12
49	17
49.25	12
49.5	22
49.75	21
50	8
50.25	23
50.5	15
50.75	12
51	17
51.25	15
51.5	18
51.75	18
52	24
52.25	19
52.5	15
52.75	19
53	18
53.25	28
53.5	13
53.75	25
54	17
54.25	14
54.5	22
54.75	24
55	24
55.25	24
55.5	15
55.75	27
56	24
56.25	24
56.5	24
56.75	30
57	22
57.25	21
57.5	21
57.75	23
58	27
58.25	26
58.5	29
58.75	23
59	27
59.25	30
59.5	30
59.75	23
60	31
60.25	23
60.5	23
60.75	27
61	24
61.25	27
61.5	31
61.75	25
62	27
62.25	26
62.5	32
62.75	28
63	30
63.25	17
63.5	34
63.75	30
64	32
64.25	36
64.5	25
64.75	31
65	24
65.25	22
65.5	31
65.75	28
66	35
66.25	37
66.5	31
66.75	27
67	32
67.25	25
67.5	24
67.75	35
68	31
68.25	36
68.5	34
68.75	39
69	40
69.25	31
69.5	29
69.75	30
70	34
70.25	30
70.5	38
70.75	43
71	24
71.25	32
71.5	33
71.75	29
72	31
72.25	32
72.5	39
72.75	49
73	27
73.25	31
73.5	53
73.75	45
74	29
74.25	42
74.5	40
74.75	44
75	50
75.25	29
75.5	44
75.75	47
76	33
76.25	44
76.5	56
76.75	35
77	44
77.25	60
77.5	48
77.75	43
78	45
78.25	39
78.5	54
78.75	51
79	49
79.25	44
79.5	46
79.75	48
80	45
80.25	40
80.5	37
80.75	48
81	45
81.25	42
81.5	47
81.75	63
82	41
82.25	65
82.5	55
82.75	63
83	56
83.25	44
83.5	53
83.75	48
84	39
84.25	57
84.5	64
84.75	63
85	66
85.25	49
85.5	64
85.75	44
86	59
86.25	72
86.5	57
86.75	65
87	62
87.25	64
87.5	55
87.75	58
88	57
88.25	51
88.5	53
88.75	52
89	68
89.25	73
89.5	62
89.75	59
90	62
90.25	67
90.5	56
90.75	57
91	63
91.25	48
91.5	61
91.75	71
92	53
92.25	50
92.5	49
92.75	51
93	52
93.25	37
93.5	55
93.75	55
94	54
94.25	55
94.5	53
94.75	42
95	46
95.25	56
95.5	66
95.75	43
96	49
96.25	39
96.5	60
96.75	43
97	50
97.25	41
97.5	65
97.75	37
98	45
98.25	40
98.5	41
98.75	46
99	39
99.25	36
99.5	42
99.75	46
100	33
100.25	36
100.5	37
100.75	36
101	39
101.25	40
101.5	27
101.75	44
102	32
102.25	35
102.5	40
102.75	30
103	27
103.25	28
103.5	44
103.75	36
104	42
104.25	33
104.5	36
104.75	30
105	33
105.25	28
105.5	44
105.75	23
106	42
106.25	37
106.5	27
106.75	36
107	29
107.25	35
107.5	14
107.75	24
108	24
108.25	24
108.5	27
108.75	28
109	25
109.25	29
109.5	26
109.75	34
110	18
110.25	30
110.5	25
110.75	21
111	31
111.25	17
111.5	26
