0	8
0.25	10
0.5	4
0.75	14
1	8
1.25	4
1.5	16
1.75	9
2	13
2.25	11
2.5	6
2.75	13
3	11
3.25	12
3.5	6
3.75	11
4	12
4.25	9
4.5	19
4.75	16
5	13
5.25	16
5.5	5
5.75	8
6	7
6.25	7
6.5	8
6.75	9
7	11
7.25	13
7.5	7
7.75	8
8	15
8.25	13
8.5	12
8.75	15
9	6
9.25	12
9.5	10
9.75	12
10	9
10.25	14
10.5	4
10.75	8
11	15
11.25	13
11.5	9
11.75	8
12	16
12.25	12
12.5	4
12.75	13
13	14
13.25	12
13.5	10
13.75	14
14	11
14.25	15
14.5	17
14.75	19
15	17
15.25	15
15.5	12
15.75	13
16	9
16.25	16
16.5	14
16.75	10
17	15
17.25	16
17.5	10
17.75	19
18	21
18.25	17
18.5	17
18.75	13
19	18
19.25	15
19.5	13
19.75	24
20	12
20.25	14
20.5	13
20.75	7
21	13
21.25	18
21.5	14
21.75	14
22	21
22.25	19
22.5	12
22.75	13
23	16
23.25	13
23.5	16
23.75	14
24	11
24.25	23
24.5	19
24.75	23
25	15
25.25	14
25.5	13
25.75	21
26	24
26.25	14
26.5	19
26.75	13
27	12
27.25	14
27.5	21
27.75	15
28	15
28.25	9
28.5	20
28.75	19
29	19
29.25	23
29.5	17
29.75	11
30	18
30.25	24
30.5	17
30.75	24
31	21
31.25	23
31.5	14
31.75	21
32	25
32.25	22
32.5	19
32.75	26
33	23
33.25	23
33.5	29
33.75	26
34	16
34.25	20
34.5	24
34.75	21
35	24
35.25	24
35.5	22
35.75	30
36	22
36.25	20
36.5	19
36.75	22
37	28
37.25	25
37.5	22
37.75	26
38	27
38.25	26
38.5	27
38.75	23
39	18
39.25	25
39.5	25
39.75	27
40	26
40.25	31
40.5	30
40.75	18
41	25
41.25	19
41.5	36
41.75	16
42	30
42.25	37
42.5	25
42.75	33
43	26
43.25	27
43.5	26
43.75	33
44	41
44.25	31
44.5	26
44.75	29
45	38
45.25	40
45.5	34
45.75	25
46	32
46.25	27
46.5	42
46.75	36
47	42
47.25	50
47.5	45
47.75	32
48	33
48.25	31
48.5	30
48.75	38
49	35
49.25	41
49.5	36
49.75	43
50	42
50.25	35
50.5	25
50.75	36
51	49
51.25	37
51.5	36
51.75	42
52	26
52.25	31
52.5	46
52.75	43
53	38
53.25	53
53.5	44
53.75	37
54	36
54.25	33
54.5	47
54.75	42
55	35
55.25	56
55.5	47
55.75	51
56	51
56.25	39
56.5	56
56.75	54
57	42
57.25	51
57.5	34
57.75	49
58	44
58.25	54
58.5	51
58.75	48
59	62
59.25	60
59.5	40
59.75	52
60	38
60.25	47
60.5	59
60.75	50
61	51
61.25	65
61.5	59
61.75	57
62	54
62.25	67
62.5	57
62.75	48
63	56
63.25	47
63.5	66
63.75	65
64	69
64.25	69
64.5	68
64.75	63
65	64
65.25	70
65.5	57
65.75	84
66	64
66.25	67
66.5	70
66.75	60
67	66
67.25	64
67.5	73
67.75	56
68	78
68.25	73
68.5	50
68.75	68
69	61
69.25	66
69.5	64
69.75	83
70	74
70.25	92
